seed,dimension,p,k,Ns,solution,termination,time
5,70,70,35.0,0.1,NaN,OPTIMIZE_NOT_CALLED,1800.0
5,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
5,70,70,35.0,5.0,-1.8579874503098908,ALMOST_LOCALLY_SOLVED,40.47560691833496
5,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
6,70,70,35.0,0.1,NaN,TIME_LIMIT,1800.0
6,70,70,35.0,1.0,0.07267838345120511,ALMOST_LOCALLY_SOLVED,66.57710695266724
6,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
6,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
7,70,70,35.0,0.1,NaN,TIME_LIMIT,1800.0
7,70,70,35.0,1.0,0.49914488129139845,ALMOST_LOCALLY_SOLVED,132.54842686653137
7,70,70,35.0,5.0,0.524100956701751,ALMOST_LOCALLY_SOLVED,18.401065826416016
7,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
8,70,70,35.0,0.1,NaN,TIME_LIMIT,1800.0
8,70,70,35.0,1.0,0.8122517669629599,ALMOST_LOCALLY_SOLVED,324.0014159679413
8,70,70,35.0,5.0,0.83369240547255,ALMOST_LOCALLY_SOLVED,149.94429898262024
8,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
9,70,70,35.0,0.1,NaN,TIME_LIMIT,1800.0
9,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
9,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
9,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
10,70,70,35.0,0.1,NaN,TIME_LIMIT,1800.0
10,70,70,35.0,1.0,0.9808553104605569,ALMOST_LOCALLY_SOLVED,383.3738090991974
10,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
10,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
1,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
1,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
1,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
1,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
2,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
2,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
2,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
2,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
3,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
3,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
3,90,90,45.0,5.0,-0.618525446059464,ALMOST_LOCALLY_SOLVED,22.699981927871704
3,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
4,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
4,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
4,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
4,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
5,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
5,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
5,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
5,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
6,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
6,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
6,90,90,45.0,5.0,3.2954091420268894e-5,ALMOST_LOCALLY_SOLVED,84.92487692832947
6,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
7,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
7,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
7,90,90,45.0,5.0,0.1064357258132351,ALMOST_LOCALLY_SOLVED,483.7535951137543
7,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
8,90,90,45.0,0.1,NaN,OPTIMIZE_NOT_CALLED,1800.0
8,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
8,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
8,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
9,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
9,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
9,90,90,45.0,5.0,-1.1818924875244279,ALMOST_LOCALLY_SOLVED,37.94837498664856
9,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
10,90,90,45.0,0.1,NaN,TIME_LIMIT,1800.0
10,90,90,45.0,1.0,NaN,OPTIMIZE_NOT_CALLED,1800.0
10,90,90,45.0,5.0,0.03874483690505358,ALMOST_LOCALLY_SOLVED,975.8714280128479
10,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
