seed,dimension,p,k,Ns,solution,termination,time
4,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
4,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
5,70,70,35.0,0.1,-5397.01232295851,LOCALLY_SOLVED,4.704261064529419
5,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
5,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
5,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
6,70,70,35.0,0.1,-2064.4755580126284,LOCALLY_SOLVED,4.661893844604492
6,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
6,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
6,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
7,70,70,35.0,0.1,-131.67054024550396,LOCALLY_SOLVED,5.262539863586426
7,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
7,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
7,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
8,70,70,35.0,0.1,-1838.5095727461241,LOCALLY_SOLVED,5.605935096740723
8,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
8,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
8,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
9,70,70,35.0,0.1,-21529.04286505776,LOCALLY_SOLVED,6.7135210037231445
9,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
9,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
9,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
10,70,70,35.0,0.1,-69.85418058278266,LOCALLY_SOLVED,5.622156858444214
10,70,70,35.0,1.0,NaN,TIME_LIMIT,1800.0
10,70,70,35.0,5.0,NaN,TIME_LIMIT,1800.0
10,70,70,35.0,10.0,NaN,TIME_LIMIT,1800.0
1,90,90,45.0,0.1,-3394.9207066366557,LOCALLY_SOLVED,7.927358150482178
1,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
1,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
1,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
2,90,90,45.0,0.1,-1422.1785648733355,LOCALLY_SOLVED,7.86905312538147
2,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
2,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
2,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
3,90,90,45.0,0.1,-9.987899046442788e6,LOCALLY_SOLVED,6.376061916351318
3,90,90,45.0,1.0,-3.129374633753564e7,LOCALLY_SOLVED,23.56498098373413
3,90,90,45.0,5.0,-3.129380604603348e7,LOCALLY_SOLVED,22.155214071273804
3,90,90,45.0,10.0,-3.1293802265023723e7,LOCALLY_SOLVED,12.343194007873535
4,90,90,45.0,0.1,-124958.01137167923,LOCALLY_SOLVED,5.9233808517456055
4,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
4,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
4,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
5,90,90,45.0,0.1,-5626.04389615112,LOCALLY_SOLVED,6.689378976821899
5,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
5,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
5,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
6,90,90,45.0,0.1,-11021.606953710641,LOCALLY_SOLVED,5.868927001953125
6,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
6,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
6,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
7,90,90,45.0,0.1,-7057.303069046808,LOCALLY_SOLVED,6.891405820846558
7,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
7,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
7,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
8,90,90,45.0,0.1,-8317.260745867025,LOCALLY_SOLVED,5.665549993515015
8,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
8,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
8,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
9,90,90,45.0,0.1,-1.9232582845379391e6,LOCALLY_SOLVED,5.401101112365723
9,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
9,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
9,90,90,45.0,10.0,-5.023738342512063e6,ALMOST_LOCALLY_SOLVED,56.53127908706665
10,90,90,45.0,0.1,-3430.9566477595345,LOCALLY_SOLVED,9.078257083892822
10,90,90,45.0,1.0,NaN,TIME_LIMIT,1800.0
10,90,90,45.0,5.0,NaN,TIME_LIMIT,1800.0
10,90,90,45.0,10.0,NaN,TIME_LIMIT,1800.0
